name,shortDescription,thumbnailUrl,canonicalUrl,priceInfo.linePrice,description,image,rating,numberOfReviews
"Walmart Family Mobile BLU Flex, 8GB, Black - Prepaid Featuer Phone [Locked to Walmart Family Mobile]","<li>Traditional style flip-phone with a 2.8"" Main Display and 1.77"" Exterior Display</li><li>8GB of Internal Storage, up to 64GB with a MicroSD</li><li>Easy-to-read buttons and an intuitive interface</li>",https://i5.walmartimages.com/asr/bd04475e-ab52-44d7-b351-028508299ed6.bf45497b975e643f0ef893ef99907cfa.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/WFM-BLU-B300V-CDMA-LTE-HANDSET-WALMART-POSA/5241148454?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$24.88,"<li>Traditional style flip-phone with a 2.8"" Main Display and 1.77"" Exterior Display</li><li>8GB of Internal Storage, up to 64GB with a MicroSD</li><li>Easy-to-read buttons and an intuitive interface</li>",https://i5.walmartimages.com/asr/bd04475e-ab52-44d7-b351-028508299ed6.bf45497b975e643f0ef893ef99907cfa.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.7,3.0
"Walmart Family Mobile Apple iPhone SE (2022-3rd Gen) 5G, 64GB, Midnight - Prepaid Smartphone [Locked to Walmart Family Mobile]","<li>5G cellular<sup>1</sup></li><li>4.7-inch Retina HD display</li><li>A15 Bionic Chip</li><li>Non-stop nationwide 5G coverage</li><li>Compatible with talk, text & data plans from Walmart Family</li>",https://i5.walmartimages.com/seo/Walmart-Family-Mobile-Apple-iPhone-SE-2022-3rd-Gen-5G-64GB-Midnight-Prepaid-Smartphone-Locked-to-Walmart-Family-Mobile_09ed12de-92c5-449f-8e7f-8125bf5d17d1.c055f1517bd70806914f222dbefb18ef.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,/ip/Walmart-Family-Mobile-Apple-iPhone-SE-2022-3rd-Gen-5G-64GB-Midnight-Prepaid-Smartphone-Locked-to-Walmart-Family-Mobile/713100161?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$179.00,"<li>5G cellular<sup>1</sup></li><li>4.7-inch Retina HD display</li><li>A15 Bionic Chip</li><li>Non-stop nationwide 5G coverage</li><li>Compatible with talk, text & data plans from Walmart Family</li>",https://i5.walmartimages.com/seo/Walmart-Family-Mobile-Apple-iPhone-SE-2022-3rd-Gen-5G-64GB-Midnight-Prepaid-Smartphone-Locked-to-Walmart-Family-Mobile_09ed12de-92c5-449f-8e7f-8125bf5d17d1.c055f1517bd70806914f222dbefb18ef.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,4.4,325.0
"Straight Talk Samsung Galaxy A35 5G, Black - Prepaid Smartphone [Locked to Straight Talk]",<li>Featuring a 50MP triple-lens main camera with Nightography for low-light shots</li><li>A powerful Exynos 1380 Octa-core processor and 6GB of RAM built for speed</li><li>6.6-in FHD+ Super AMOLDED</li>,https://i5.walmartimages.com/asr/ab2c7dae-8cab-47f2-9f4b-2a916fda9c66.298c59fca37c0b25bbdcef25c3fd93b0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/ST-SAMSUNG-S356V-CDMA-LTE-HANDSET-WALMART-POSA/5298865371?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$279.00,<li>Featuring a 50MP triple-lens main camera with Nightography for low-light shots</li><li>A powerful Exynos 1380 Octa-core processor and 6GB of RAM built for speed</li><li>6.6-in FHD+ Super AMOLDED</li>,https://i5.walmartimages.com/asr/ab2c7dae-8cab-47f2-9f4b-2a916fda9c66.298c59fca37c0b25bbdcef25c3fd93b0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.1,22.0
"Straight Talk Apple iPhone 11, 64GB, Black - Prepaid Smartphone [Locked to Straight Talk]","<li>6.1"" Liquid Retina HD LCD display</li><li>Usage Time: Up to 17 hours</li><li>64GB Internal Memory</li><li>Coverage on the network America relies on</li><li>Compatible with talk, text & data plans</li>",https://i5.walmartimages.com/asr/a2824d11-c00d-44cc-8ffd-dea3fadf7765.94a3253413b144e1c435840e5273bee6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Straight-Talk-Apple-iPhone-11-64GB-Black-Prepaid-Smartphone-Locked-to-Straight-Talk/665592882?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D&athbdg=L1103,$199.00,"<li>6.1"" Liquid Retina HD LCD display</li><li>Usage Time: Up to 17 hours</li><li>64GB Internal Memory</li><li>Coverage on the network America relies on</li><li>Compatible with talk, text & data plans</li>",https://i5.walmartimages.com/asr/a2824d11-c00d-44cc-8ffd-dea3fadf7765.94a3253413b144e1c435840e5273bee6.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.3,6459.0
"AT&T Apple iPhone 12, 64GB, Black - Prepaid Smartphone",iPhone 12. 5G to download movies on the fly and stream high-quality video. Beautifully bright 6.1-inch Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light,https://i5.walmartimages.com/asr/58dab2c3-ac2c-439a-9d68-6562a07b2836.7aeb3b29a567d9b62115809fc9d3a857.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Apple-iPhone-12-64GB-Black-Prepaid-Smartphone/5102802129?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$399.00,iPhone 12. 5G to download movies on the fly and stream high-quality video. Beautifully bright 6.1-inch Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light,https://i5.walmartimages.com/asr/58dab2c3-ac2c-439a-9d68-6562a07b2836.7aeb3b29a567d9b62115809fc9d3a857.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.2,27.0
"Total by Verizon Samsung Galaxy A15, 128GB, Black - Prepaid Smartphone [Locked to Total By Verizon]","<li>6.5"" FHD+ Super AMOLED Infinity-U Screen (6.3"" rounded corners)</li><li>5,000mAh battery (25W Fast Charge)</li><li>Triple-lens, 50MP Main camera, 8MP Ultra Wide and 2MP Macro camera system</li>",https://i5.walmartimages.com/asr/b8d27fc1-439d-4079-8d22-c9431a88ae6d.c23095d0ea8df7ac186fa8513c020af8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Total-by-Verizon-Samsung-Galaxy-A15-128GB-Black-Prepaid-Smartphone/1695908488?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$129.00,"<li>6.5"" FHD+ Super AMOLED Infinity-U Screen (6.3"" rounded corners)</li><li>5,000mAh battery (25W Fast Charge)</li><li>Triple-lens, 50MP Main camera, 8MP Ultra Wide and 2MP Macro camera system</li>",https://i5.walmartimages.com/asr/b8d27fc1-439d-4079-8d22-c9431a88ae6d.c23095d0ea8df7ac186fa8513c020af8.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.2,33.0
"Straight Talk Apple iPhone 13, 128GB, Midnight - Prepaid Smartphone [Locked to Straight Talk]","<li>128GB storage</li><li>6.1-inch Super Retina XDR display</li><li>12MP Wide and Ultra Wide cameras</li><li>Coverage on on America's most reliable 5G network</li><li>Compatible with talk, text & data</li>",https://i5.walmartimages.com/seo/Straight-Talk-Apple-iPhone-13-128GB-Midnight-Prepaid-Smartphone-Locked-to-Straight-Talk_f7161c65-ec39-4243-a60d-1773db232445.4668f08e8c56be046a8c3c7b636c2e3c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,/ip/Straight-Talk-Apple-iPhone-13-128GB-Midnight-Prepaid-Smartphone-Locked-to-Straight-Talk/454408250?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$449.00,"<li>128GB storage</li><li>6.1-inch Super Retina XDR display</li><li>12MP Wide and Ultra Wide cameras</li><li>Coverage on on America's most reliable 5G network</li><li>Compatible with talk, text & data</li>",https://i5.walmartimages.com/seo/Straight-Talk-Apple-iPhone-13-128GB-Midnight-Prepaid-Smartphone-Locked-to-Straight-Talk_f7161c65-ec39-4243-a60d-1773db232445.4668f08e8c56be046a8c3c7b636c2e3c.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,4.0,285.0
"Straight Talk Apple iPhone 12, 64GB, Black- Prepaid Smartphone [Locked to Straight Talk]",<li>6.1-inch Super Retina XDR display<sup>2</sup></li><li>5G for superfast downloads and high-quality streaming</li><li>Nationwide coverage on Americas largest and most dependable networks</li>,https://i5.walmartimages.com/asr/c67368e6-900d-4553-9a4c-f7cc9b8b0391.bdd6a05bff7a0c8dcdb68873ede643c4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Straight-Talk-Apple-iPhone-12-64GB-Black-Prepaid-Smartphone-Locked-to-Straight-Talk/962786054?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$299.00,<li>6.1-inch Super Retina XDR display<sup>2</sup></li><li>5G for superfast downloads and high-quality streaming</li><li>Nationwide coverage on Americas largest and most dependable networks</li>,https://i5.walmartimages.com/asr/c67368e6-900d-4553-9a4c-f7cc9b8b0391.bdd6a05bff7a0c8dcdb68873ede643c4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.4,1376.0
"Tracfone Samsung Galaxy A14, 5G, 64GB, Black - Prepaid Smartphone [Locked to Tracfone]",<li>50 MP triple-camera system</li><li>64GB storage expandable to 1TB</li><li>6.6-inch FHD+ LCD display</li><li>Android 13 Operating System</li><li>Coverage on America's most reliable 5G network</li>,https://i5.walmartimages.com/asr/9b0dfc82-e67d-4b6f-9bbb-15bbce461a54.651c0beca9f59bba2fd36838bef41918.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Tracfone-Samsung-Galaxy-A14-5G-64GB-Black-Prepaid-Smartphone-Locked-to-Tracfone/1983104232?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$99.88,<li>50 MP triple-camera system</li><li>64GB storage expandable to 1TB</li><li>6.6-inch FHD+ LCD display</li><li>Android 13 Operating System</li><li>Coverage on America's most reliable 5G network</li>,https://i5.walmartimages.com/asr/9b0dfc82-e67d-4b6f-9bbb-15bbce461a54.651c0beca9f59bba2fd36838bef41918.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.1,982.0
"Tracfone Motorola moto g Play 4G (2024), 64GB, Black - Prepaid Smartphone [Locked to Tracfone]","<li>90Hz refresh rate for smooth app switching and scrolling</li><li>Impressive yet tough 6.5"" HD+ 90Hz Display with Corning Gorilla Glass</li><li>50MP Quad Pixel Camera</li><li>Stay charged for up to</li>",https://i5.walmartimages.com/asr/35062c9f-8662-4162-87e0-2c2ff95e3eb0.9279bf7dee7bb1986c833eaa075d7b2e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/TF-MOTOROLA-XT2413V-CDMA-LTE-BLUE-HANDSET-WALMART-POSA/5243845836?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$49.88,"<li>90Hz refresh rate for smooth app switching and scrolling</li><li>Impressive yet tough 6.5"" HD+ 90Hz Display with Corning Gorilla Glass</li><li>50MP Quad Pixel Camera</li><li>Stay charged for up to</li>",https://i5.walmartimages.com/asr/35062c9f-8662-4162-87e0-2c2ff95e3eb0.9279bf7dee7bb1986c833eaa075d7b2e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.8,48.0
"Straight Talk Samsung Galaxy A25 5G, 128GB, Black - Prepaid Smartphone","Straight Talk Samsung Galaxy A25 5G, 128GB, Black - Prepaid Smartphone",https://i5.walmartimages.com/asr/2c901c84-5e6f-499d-805b-1f5d050b654a.c3f2fce155126a1bdcd6a09eadb01c34.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Straight-Talk-Samsung-Galaxy-A25-5G-128GB-Black-Prepaid-Smartphone/1409888578?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$199.00,"Straight Talk Samsung Galaxy A25 5G, 128GB, Black - Prepaid Smartphone",https://i5.walmartimages.com/asr/2c901c84-5e6f-499d-805b-1f5d050b654a.c3f2fce155126a1bdcd6a09eadb01c34.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.2,177.0
"Straight Talk Motorola Moto G Play 4G (2024), 64GB, Blue - Prepaid Smartphone [Locked to Straight Talk]","<li>90Hz refresh rate for smooth app switching and scrolling</li><li>Impressive yet tough 6.5"" HD+ 90Hz Display with Corning Gorilla Glass</li><li>50MP Quad Pixel Camera</li><li>Stay charged for up to</li>",https://i5.walmartimages.com/asr/35062c9f-8662-4162-87e0-2c2ff95e3eb0.9279bf7dee7bb1986c833eaa075d7b2e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/ST-MOTOROLA-XT2413V-CDMA-LTE-BLUE-HANDSET-WALMART-POSA/5243895448?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D&athbdg=L1102,$39.88,"<li>90Hz refresh rate for smooth app switching and scrolling</li><li>Impressive yet tough 6.5"" HD+ 90Hz Display with Corning Gorilla Glass</li><li>50MP Quad Pixel Camera</li><li>Stay charged for up to</li>",https://i5.walmartimages.com/asr/35062c9f-8662-4162-87e0-2c2ff95e3eb0.9279bf7dee7bb1986c833eaa075d7b2e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.7,80.0
"AT&T Motorola Moto G Stylus 2023, 128GB, Midnight Blue - Prepaid Smartphone","AT&T Motorola Moto G Stylus 2023, 128GB, Midnight Blue - Prepaid Smartphone",https://i5.walmartimages.com/asr/7bcc90b6-021f-451f-b41b-6424f43843a3.e87ddeadf141cfc7af3ec30a8c73b27a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/AT-T-Motorola-Moto-G-Stylus-2023-128GB-Midnight-Blue-Prepaid-Smartphone/2531329303?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$59.88,"AT&T Motorola Moto G Stylus 2023, 128GB, Midnight Blue - Prepaid Smartphone",https://i5.walmartimages.com/asr/7bcc90b6-021f-451f-b41b-6424f43843a3.e87ddeadf141cfc7af3ec30a8c73b27a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.0,1133.0
"AT&T moto g 5G 2024,128GB, Sage Green - Prepaid Smartphone","Moto g 5G 2024,128GB, Sage Green - Prepaid Smartphone",https://i5.walmartimages.com/asr/2a480d8c-fe20-40e6-9bcd-52bd5f3e2107.bc42e829a4dbc0e036c9f983c449e212.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Moto-g-5G-2024-128GB-Prepaid-Smartphone/5258438428?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$59.88,"Moto g 5G 2024,128GB, Sage Green - Prepaid Smartphone",https://i5.walmartimages.com/asr/2a480d8c-fe20-40e6-9bcd-52bd5f3e2107.bc42e829a4dbc0e036c9f983c449e212.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.5,20.0
"Verizon Motorola G 5G, 128GB, Sage Green - Prepaid Smartphone [Locked to Verizon Prepaid]",Explore new ways to create with the moto g 5G from Verizon Wireless. Explore new wireless heights and take your photography to the next level with a 16MP triple camera system equipped with Macro,https://i5.walmartimages.com/asr/290f6a23-46b5-4eae-8818-d010600c65a3.d9ccb3f77ea91e1d745aa501b3d2fd1e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Verizon-Motorola-G-5G-128GB-Sage-Green-Prepaid-Smartphone-Locked-to-Verizon-Prepaid/5321227054?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$99.88,Explore new ways to create with the moto g 5G from Verizon Wireless. Explore new wireless heights and take your photography to the next level with a 16MP triple camera system equipped with Macro,https://i5.walmartimages.com/asr/290f6a23-46b5-4eae-8818-d010600c65a3.d9ccb3f77ea91e1d745aa501b3d2fd1e.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.6,5.0
"Walmart Family Mobile BLU View 5, 64GB, Black - Prepaid Smartphone [Locked to Walmart Family Mobile]",<li>Impressive 6.56-inch HD+ IPS curved display</li><li>13MP Dual HD main camera & 8MP Selfie Camera w/ +LED Flash</li><li>Record video at 1080p resolution and 30 frames-per-second</li><li>Stay</li>,https://i5.walmartimages.com/asr/5c3482eb-d4bd-49f2-b407-d2d77398127f.53773dd4fe21cc4967447b8686c2241f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/WFM-BLU-B160V-CDMA-LTE-HANDSET-WALMART-POSA/5236290646?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$29.88,<li>Impressive 6.56-inch HD+ IPS curved display</li><li>13MP Dual HD main camera & 8MP Selfie Camera w/ +LED Flash</li><li>Record video at 1080p resolution and 30 frames-per-second</li><li>Stay</li>,https://i5.walmartimages.com/asr/5c3482eb-d4bd-49f2-b407-d2d77398127f.53773dd4fe21cc4967447b8686c2241f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,2.5,22.0
"Verizon Apple iPhone SE3, 64GB, Black - Prepaid Smartphone [Locked to Verizon Prepaid]","Verizon Apple iPhone SE3, 64GB, Black - Prepaid Smartphone [Locked to Verizon Prepaid]",https://i5.walmartimages.com/asr/16f014c9-1b8c-4185-84f1-8ad8ea6690b3.886e949aa2fff1b968eb05ad573d4066.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Verizon-Apple-iPhone-SE3-64GB-Black-Prepaid-Smartphone-Locked-to-Verizon-Prepaid/1305687480?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$149.00,"Verizon Apple iPhone SE3, 64GB, Black - Prepaid Smartphone [Locked to Verizon Prepaid]",https://i5.walmartimages.com/asr/16f014c9-1b8c-4185-84f1-8ad8ea6690b3.886e949aa2fff1b968eb05ad573d4066.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.5,92.0
"Walmart Family Mobile Apple iPhone 11, 64GB, 4GB RAM, Black - Prepaid Smartphone","<li>6.1"" Liquid Retina HD LCD display</li><li>Usage Time: Up to 17 hours</li><li>64GB Internal Memory</li><li>Non-stop coverage on a 5G network</li><li>Compatible with talk, text & data plans from</li>",https://i5.walmartimages.com/asr/6b298bb9-7800-41f9-b192-ea57f250afd4_1.1c8d73985dc4fb3cc911ffaa19a874c1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Walmart-Family-Mobile-Apple-iPhone-11-64GB-4GB-RAM-Black-Prepaid-Smartphone/209201965?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$199.00,"<li>6.1"" Liquid Retina HD LCD display</li><li>Usage Time: Up to 17 hours</li><li>64GB Internal Memory</li><li>Non-stop coverage on a 5G network</li><li>Compatible with talk, text & data plans from</li>",https://i5.walmartimages.com/asr/6b298bb9-7800-41f9-b192-ea57f250afd4_1.1c8d73985dc4fb3cc911ffaa19a874c1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,4.2,689.0
"Walmart Family Mobile Samsung Galaxy A14 5G, 64GB, Black - Prepaid Smartphone [Locked to Walmart Family Mobile]","<li>50 MP triple-camera system</li><li>64GB storage</li><li>15W Fast-charging 5000mAh battery</li><li>Non-stop 5G coverage</li><li>Compatible with talk, text & data plans from Walmart Family Mobile</li>",https://i5.walmartimages.com/asr/9b0dfc82-e67d-4b6f-9bbb-15bbce461a54.651c0beca9f59bba2fd36838bef41918.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,/ip/Walmart-Family-Mobile-Samsung-Galaxy-A14-5G-64GB-Black-Prepaid-Smartphone-Locked-to-Walmart-Family-Mobile/1084126912?fulfillmentIntent=In-store&filters=%5B%7B%22intent%22%3A%22fulfillmentIntent%22%2C%22values%22%3A%5B%22In-store%22%5D%7D%5D,$79.88,"<li>50 MP triple-camera system</li><li>64GB storage</li><li>15W Fast-charging 5000mAh battery</li><li>Non-stop 5G coverage</li><li>Compatible with talk, text & data plans from Walmart Family Mobile</li>",https://i5.walmartimages.com/asr/9b0dfc82-e67d-4b6f-9bbb-15bbce461a54.651c0beca9f59bba2fd36838bef41918.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,3.1,213.0
